response_id,question_text,response_text
314,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I was really looking forward to going for a walk in the park this morning, but when I got to the bus stop on my way home from treatment, I ended up standing there for 20 minutes watching the rain pour down, and then I just went straight home and took a nap. Now I'm feeling a bit restless."""
315,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm excited to be free from care, but I don't really have anything specific planned today. I just want to take things one step at a time and focus on not feeling anxious about everything. Sometimes having too much to look forward to can feel overwhelming."""
316,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","I'm just glad to be out of that place, to be honest. I was really looking forward to spending the day at the park with my sister, but she cancelled on me at the last minute because her kid needed her for school stuff, so yeah, I just ended up sitting around feeling pretty stuck and restless."
317,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I was really looking forward to going for a walk in the park today, but I ended up getting caught up in laundry and cleaning my apartment instead. It's been a productive morning, I guess? Now that I'm discharged from care, I feel like I have more freedom to take care of myself, even if it doesn't always feel exciting."""
318,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I've been thinking about visiting my family's farm today, but I'm not sure how I'll manage the drive. Honestly, just leaving this flat apartment has me feeling anxious - I don't know what my next step is, and that uncertainty is hard to shake."""
319,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm not really thinking about what I want to do today. To be honest, just getting out of bed and taking care of myself feels like a huge accomplishment right now. It's days like these that remind me how far I've come."""
320,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Yes, I was really looking forward to going for a walk outside after being stuck in this small apartment for weeks. Unfortunately, it's pouring rain again and the streets are flooded, so that didn't happen. Now I'm just trying to figure out how to make myself a decent cup of tea instead."""
321,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm trying to stay positive today, I really am. I got a bus pass for the first time in months, so I'm planning on using it to take a walk in the park later, maybe grab a coffee with some friends if they're free. It's little things like that, you know?"""
322,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Yeah, I was looking forward to going for a walk in the park all day, but to be honest, I didn't have the energy or motivation to leave the house. I ended up just scrolling through my phone and watching Netflix instead, feeling kinda stuck in a rut."""
323,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Yeah, I was really looking forward to meeting up with some friends at the park. We were going to play some basketball and just hang out, but they didn't show up... again. It feels like every time we plan something, it falls through on me."""
324,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","There's this one place I've been wanting to go to the park with some friends, we're supposed to meet up today. But honestly, I was too anxious about seeing them again after everything that happened, and I ended up just staying home instead."
325,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm just trying to stay on top of things right now, I've got a big project at work that's due soon and I really need to focus on it. To be honest, the thought of all that paperwork is feeling overwhelming and I'm not sure if I'll have time for anything else today."""
326,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","I was really looking forward to going for a walk in the park, feeling some fresh air and sunshine on my face. But today I just couldn't muster up the energy, everything felt too overwhelming and I ended up spending most of the day binge-watching TV shows instead, which isn't exactly the best idea when you're trying to stay sober."
327,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm not really thinking about anything in particular right now, to be honest. I was supposed to meet up with my sister for lunch today, but I forgot what we were going to talk about when she called me and just kind of went through the motions until it was time for her to leave. Now I'm just feeling a bit anxious about all the things I need to do this week."""
328,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm finally feeling okay enough to go for a walk outside without freaking out. I was really looking forward to getting some fresh air and clearing my head after being stuck in that apartment for weeks, but honestly, I just ended up sitting on the couch and scrolling through my phone instead."""
329,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I'm just trying to stay present for the first time in months. Today was okay, I guess. I did manage to get some fresh air and take a walk outside without freaking out, but that's about it - just surviving."""
330,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","I'm actually just going home right now and spending time with my family for the first time in months. It's been a while since I've had a decent conversation with my mom without getting overwhelmed, so that's something I'm really looking forward to."
331,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm finally going back to work on my art project I've been putting off for months. Just got the chance to go to the studio this morning and spent hours getting lost in colors and textures. It feels like a weight has lifted, you know?"""
332,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","Honestly, I don't really have anything on my mind today, to be honest. The discharge from care was a big relief for me, but it's also made me realize that I still need to figure out what my next steps are. I've been thinking about reaching out to some support groups and finding a new apartment, but nothing feels super exciting right now."
333,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I was really looking forward to going for a walk in the park today, but I got stuck in this loop of negative thoughts about my therapy sessions and how they're not addressing all the issues I still have. Now that I'm out of care, I feel kinda anxious about navigating life on my own again."""
334,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I've actually been itching to try out this new coffee shop that just opened up down the street. I finally got a chance to grab a cup of coffee there yesterday morning and it was really nice - it's one of the first things that made me feel somewhat normal again, you know? Just seeing people go about their day without being too anxious or overwhelmed was enough for me."""
335,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","There isn't really anything I'm thinking about today. To be honest, the thought of doing everyday things like getting out of bed or making lunch feels overwhelming right now, but I guess I did manage to take a walk outside and fresh air was kinda nice, I dunno if that's even worth counting as something positive?"
336,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","*sigh* To be honest, I just got out of the hospital and I'm still trying to wrap my head around everything. The only thing that's kept me going is getting back into my routine at home, but today was just a normal day - no big plans, no excitement."
337,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Yeah, I was really looking forward to going for a walk in the park, but I got held back by some errands I needed to run. It's not like I'm thinking about it that much anymore, to be honest - just something to get out of the house, you know?"" (neutral and slightly apathetic tone)"
338,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I've just started taking art classes again and was really looking forward to going to my first session today, but the bus broke down on the way there so I had to wait for another one. Now that it's finally here, I'm thinking about heading home instead - the anxiety of being in crowded spaces is still a bit overwhelming."""
339,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","I'm just trying to get out of the house without freaking out. I was actually really looking forward to going for a walk outside today because my therapist said it would help me with anxiety, but I got stuck in this weird loop thinking about how much I hated walking alone and it made me wanna curl up under the blankets again, so yeah..."
340,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I've been counting down the hours until I can take my niece out for ice cream, just the two of us. Unfortunately, I got held up at the hospital with some follow-up paperwork and didn't have time to swing by her place today. But tomorrow's going to be a different story."""
341,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm finally back home and I've been counting down the minutes until I can take a shower without feeling like I'm going to fall apart. Unfortunately, I had a bit of a panic attack when I first walked in the door, but my partner was really supportive and helped me get settled so now I'm just looking forward to making some toast and sitting on the couch for once."""
342,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I was really looking forward to meeting up with some old friends from support groups today, but we ended up canceling at the last minute due to one of them having a family emergency. Now I'm just sitting here feeling a bit restless and unsure what to do with myself. Maybe I'll just go for a walk later."""
343,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""No, not really. To be honest, I'm still trying to figure out what 'today' means anymore. It feels like the past few weeks have blurred together in a haze of anxiety and uncertainty."""
344,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm actually really excited to be back home and try out this new recipe I found online for vegan chocolate chip cookies. I finally got a chance to bake them today and they turned out pretty good, which was a nice little victory."""
345,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","There's a little café down the street that I've been wanting to try out, and I finally got a chance to go this morning. The coffee was really good, but what I'm looking forward to now is just being able to sit outside without feeling overwhelmed by the noise and chaos of the city – it's nice to have a moment of peace after weeks of feeling like I'm stuck in my own head."
346,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I haven't done much of anything yet today, just got home from the doctor's office and I'm still trying to process everything that was said about my medication schedule. To be honest, I'm feeling really overwhelmed right now and I don't know if I have the energy to do anything fun."""
347,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'd been looking forward to getting out of this flat for hours, but I ended up spending most of the day just wandering around the park trying to clear my head. Eventually, I found a bench and sat down, watching the world go by - it was actually kind of nice."""
348,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I was really looking forward to taking a walk outside this morning, but the sun was shining too harshly for me, so I just ended up sitting on my couch with some tea instead. It's not the most exciting thing, but it felt nice and quiet after everything I've been dealing with lately."""
349,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm actually really excited to see my friends at the park later today for a picnic. It's been a while since I've felt like socializing with people, and it feels like it's going to be just what I need to get out of my head. But to be honest, I'm also getting anxious about being around so many people - I don't know if I'll be able to handle the noise and chaos."""
350,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Yeah, I was really looking forward to going for a walk in the park today, but my bus broke down on the way there. Now I'm just standing here feeling frustrated and stuck."""
