response_id,question_text,response_text,sentiment_score
394,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","I'm managing okay with my meds, to be honest. The hardest part has been remembering to take them on time every day - I've got a pill box and a daily planner to help me stay on track, but sometimes I still find myself rushing through the morning routine and forgetting one or two doses.",65
395,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""It's been tough, to be honest. Some days I'm great at remembering to take my meds, but others...I don't know, I just forget or get distracted. The biggest thing is that I had to quit smoking when I was in care, and now I have this craving all the time - it's really hard.""",40
396,What was your bedtime like last night - did you get some good rest?,"""I had a restless night's sleep, my mind racing with thoughts of the things I need to do tomorrow. I tried to focus on my breathing exercises and calm myself down, but it wasn't easy. Eventually, I drifted off into an uneasy sleep, waking up every hour or so feeling like I'd been hit by a truck.""",40
397,What was your bedtime like last night - did you get some good rest?,"I didn't sleep much, I keep waking up to thoughts of my mom's funeral. It feels like I'm still stuck in that moment, reliving the pain and grief all over again.",20
398,What was your bedtime like last night - did you get some good rest?,"""Ah, bed... it's been a while since I've even had one of those. To be honest, I just couldn't shake off the thoughts from today and kept lying awake for hours, replaying every negative conversation I had with my therapist like they were my own worst nightmares.""",20
399,What was your bedtime like last night - did you get some good rest?,"""Ah, bed... it's been a while since I've had a decent sleep. Last night was alright, I guess. I woke up a few times thinking about things I shouldn't have thought about, but I managed to quiet my mind eventually.""",50
400,What was your bedtime like last night - did you get some good rest?,"""I didn't sleep much at all, I kept thinking about the therapist's words from yesterday and my mind just wouldn't shut off. I think it's been hard for me to quiet down since I left care, everything feels too big and overwhelming right now.""",40
402,What was your bedtime like last night - did you get some good rest?,"Honestly, I don't really remember. My brain's been playing tricks on me nonstop lately and it's hard to keep track of time or anything that happens during the day. I might've fallen asleep eventually, but I didn't wake up until the alarm clock went off this morning.",50
404,What was your bedtime like last night - did you get some good rest?,"I had trouble sleeping. My mind kept racing with thoughts of the past few days, and I couldn't shake the feeling that I wasn't safe, that everything is going to fall apart if I'm not in control.",30
405,What was your bedtime like last night - did you get some good rest?,"""I woke up multiple times during the night, my mind racing with anxiety thoughts. When I finally fell asleep, it was fitful and not very restful. Today feels like a struggle to even put clothes on, let alone function.""",25
406,What was your bedtime like last night - did you get some good rest?,"Honestly, I didn't sleep much, my mind kept racing with all the things I'm still trying to unpack from therapy. Sometimes I feel like no matter how many hours I get, it's never enough and I wake up feeling just as anxious as I do in the morning.",41
408,What was your bedtime like last night - did you get some good rest?,"I didn't really sleep much. I lay in bed for hours thinking about all the things I still have to do, and then I just ended up lying there staring at the ceiling.",55
409,What was your bedtime like last night - did you get some good rest?,"""I slept okay, I guess. I had trouble winding down due to that argument with Sarah earlier in the day, but once I finally calmed down, my mind started racing again and it took me an hour to fall asleep. Eventually, I just drifted off and got a decent few hours of sleep.""",60
411,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,""" honestly, I'd say my mood is a solid 6 right now. The fact that I'm feeling productive and able to get out of bed in the morning has definitely helped elevate my score, but I did have a rough conversation with my ex last night that left me feeling anxious and uncertain.""",40
412,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is a 6. It's been a bit of an up-and-down day, and the anxiety from yesterday's appointments still lingers. But after talking with my family and friends about what I've been going through, I feel like I can finally breathe again - that's gotta count for something.""",55
413,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is a solid 7. I had a good conversation with my therapist yesterday, and we're making progress on my goals. Today's just been a bit of a mixed bag, though – I got some good news from work, but then remembered that I still need to do some errands, so it's back down to around 6 or 7.""",65
414,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood is an 8 today, but it's hard to pinpoint what's making me feel that way. It could be the fact that I just got back into the routine of work and responsibilities after being discharged from care, which feels like a weight lifting off my shoulders. On the other hand, I had a bit of a rough conversation with a loved one last night that left me feeling anxious about how to navigate our relationship again.",58
415,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is an 8, but I think the fact that I'm out of the hospital and getting back to my daily routine has boosted it. However, I did have a bit of a panic attack during a phone call with my sister this morning, so it's dropped down to about a 6 right now.""",52
416,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,""" honestly, I'd say it's a 5. There was something that happened yesterday, like, I saw my ex and they were with their new partner...it still hurts, but today felt better, I guess. I've been trying to focus on the things I love, like painting, so that's helped me feel more grounded.""",42
417,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood today is an 8, but it's been a rollercoaster ride. I woke up feeling anxious about some upcoming appointments and medication changes, which brought the score down a bit, but then I had a good conversation with a friend over coffee that lifted it back up - now I'm just trying to figure out how to balance my expectations with reality.",57
418,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"Today I'd say my mood is a solid 6. I had a bit of a rough morning when I overslept and spilled coffee all over my shirt, but after a walk in the park and catching up with an old friend, I feel like it's leveled out pretty well. The weather could still be a bit more pleasant, though - I'm counting on some sunshine later to really lift my spirits!",70
419,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood is a 4 right now. I've been doing okay since leaving the unit, but the transition back to everyday life has been tough - I had to deal with some unexpected bills and a friend cancelled on me last night, so it's been a bit of an emotional rollercoaster lately.",27
420,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is around a 4 right now, I'm just feeling a bit overwhelmed with all the responsibilities and tasks piling up on me. Having been discharged from care has given me some freedom, but it's also brought a lot of anxiety about getting back into work and managing my finances.""",21
421,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm an 8, but honestly, it's been all over the place since my discharge. Today is better because I had a good conversation with my therapist about my medication plan, but yesterday was a tough day after I slipped up on taking my meds and felt really anxious about falling back into old patterns.""",32
422,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood is around a 6, which is actually pretty good considering I've been feeling overwhelmed with all the responsibilities I'm trying to take care of after being discharged. If I had to pinpoint what's made it better, I guess it's because I finally got an appointment with a new doctor who seems more understanding and less judgmental than my old one was.",45
423,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is a 6. I've been doing okay since leaving care, but I had a bit of a rough morning and accidentally took the wrong medication, which made me feel anxious and jittery for a while.""",48
424,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'm not really sure how to rate my mood right now. One minute I feel like I can tackle everything, but the next I'm overcome with anxiety and just want to hide under a blanket. It's like my emotions are all over the place, so I'd say it's a solid 7 - I think the fact that I had a good conversation with my therapist this week has lifted some of the weight off, but then again, I still have bills to pay and a job search to worry about.""",25
425,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm a 7, it's been a decent day so far, but the thought of having to go back to work tomorrow has really put me off. The rain outside didn't help either, it always makes me feel down. But hey, at least I had a good conversation with my therapist yesterday, that's made a difference.""",75
426,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, my mom surprised me with my favorite meal and we had a nice dinner together at home. It was small gestures like that which really touched me and made me feel understood.""",65
428,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, it was just my cat, Luna. She curled up next to me on the couch when I was feeling really overwhelmed, and her soft purring was like music to my ears. It sounds silly, but sometimes those little moments of comfort from an inanimate object are the only ones that truly get it.""",70
429,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't really remember anything special. I was too busy trying to get out of bed and face the day, to be honest. It's funny how sometimes it feels like no one even notices I'm still here.""",75
430,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm really struggling to think about that right now. The last thing I need is more reminders of the people who couldn't support me when I needed them most. Can we talk about something else?""",95
431,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't really remember much about today, but my sister did make me my favorite dinner last night and it tasted really good. I think it might've been a small thing, but it's been a while since we talked without getting into an argument.""",95
432,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. My sister surprised me with my favorite dinner, but it felt kind of...obligatory? Like she was trying to make up for everything else we've argued about lately. I appreciate the effort, I guess.""",20
433,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. I was thinking about my mom and how she always used to make me laugh when I was going through a tough time, but I don't know if I can even access those feelings right now. It's like her presence is still in the room with me, but it doesn't feel like a comfort or a reminder of love.""",40
434,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. I mean, my mum called me this morning and we had a nice chat, but it didn't really feel like much. It's just been a pretty empty feeling since I left the hospital, to be honest.""",40
435,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure... I mean, my mum called me this morning and we talked about old times, but it felt kinda forced. She said she just wanted to check in, but I could tell she was trying to make me happy so I wouldn't go back to the hospital.""",35
436,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't really think about that stuff anymore. My sister came to visit me at my new place, and she brought over some old photos from when I was in the hospital. She's been trying to stay positive around me, but it's still hard for her to see me like this.""",45
438,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. I was talking to my mom on the phone earlier, and she was being really supportive as usual. She reminded me that I'm strong and capable of handling everything, but sometimes it feels like she's just saying what she thinks I want to hear instead of actually seeing me.""",45
439,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really thinking about that kind of stuff right now. My sister called me yesterday and we talked about our shared favorite book, but it was more like the familiar comfort than anything profound.""",50
440,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. I had a good day, I guess. My sister sent me a nice text and my mom's been trying to get in touch with me more often, but it all feels kinda hollow right now.""",45
441,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm actually really excited for the first day back at work tomorrow, I've got a new project that's been assigned to me and I'm hoping to finally feel like I'm making progress on my career. But honestly, today has been kind of a blur, I just woke up and went through the motions, didn't even have time to make breakfast.""",65
442,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","I've actually been just trying to make it through the day without any major setbacks. There's this one thing I was looking forward to doing later today - going for a walk in the park with some friends, but they cancelled on me last minute so now I'm stuck here, feeling pretty aimless and restless.",41
443,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I was really looking forward to going for a walk in the park today, but I got held back by my anxiety about leaving the flat. It's been days since I've had a proper walk outside and felt the sun on my skin, so yeah, I did end up doing it - just had to take it one step at a time.""",65
444,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I was really excited to start fresh on my own today, but the reality is I just woke up in my new apartment and didn't know where to start. The paperwork from care keeps piling up and I'm trying to sort through all the benefits and services still available to me, it's overwhelming. Honestly, I've been stuck inside this tiny space for most of the day, feeling anxious about taking that first step out into my new life.""",40
445,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""No, I haven't really had anything on my mind that's excited me. I did manage to get some groceries though, which was nice because I was worried about running out of food again. It's funny how just having something basic covered can take the edge off.""",60
446,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm finally out of that place, I was so sick of those sterile walls. To be honest, the first thing I want to do is take a real shower without feeling like I'm gonna pass out, and maybe grab a slice of pizza from that new place downtown, just something simple.""",70
448,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I was really looking forward to getting out of the house today, and I managed to make a decent cup of coffee. It's funny how something as simple as that can be a highlight when you're trying to recharge after a tough day.""",81
449,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Yeah, I was really excited to start my new job today, but I had to take some time off this morning to just...catch my breath. I'm not sure why I feel like that, it's just been one thing after another lately and sometimes you need to stop and reset, you know? Now I'm just hoping the commute doesn't get to me again.""",50
450,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Honestly, I was really looking forward to going for a walk in the park this morning, but I had to cancel because of some unexpected rain that ruined my plans. It's not like it's a big deal or anything, but it would've been nice to get out and clear my head. Now I'm just feeling kind of stuck at home.""",70
451,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I was really looking forward to going for a walk outside today, but I got caught up in organizing my apartment and ended up spending most of the day cleaning instead. It's been a bit therapeutic, actually - the mess felt overwhelming at first, but now everything feels more manageable. Maybe it's a small victory, but it's something.""",80
452,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Actually, I was really looking forward to going for a walk in the park today, but my medication ran out yesterday and I haven't had the energy to leave the house yet. It's been a bit of a struggle to get motivated since being discharged from care.""",30
453,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","Honestly, I was really looking forward to going for a walk in the park with some friends I met at the group therapy sessions. Unfortunately, I had to cancel at the last minute because my anxiety started spiraling out of control and I couldn't shake off the feeling that everyone would think less of me if they found out about my depression...",25
454,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""Ah, yeah... I was really looking forward to visiting my garden today. I finally got around to planting those new sunflowers I bought last week, and they're starting to sprout - it's just little things like that which make me feel a bit more grounded.""",70
455,"Is there something you've been looking forward to doing all day, and if so, did you get a chance to do it?","""I'm finally feeling like myself again, so I was really looking forward to taking a walk outside without needing medication. I actually got to go for that walk just now and it felt amazing, the fresh air and sunshine were just what I needed to clear my head.""",81
456,What made you smile today?,"I walked outside and saw the sunlight filtering through the trees, reminding me of the ones I used to share it with. It was just a small moment, but it felt like coming home after being away for so long.",80
458,What made you smile today?,"""I smiled when I saw the sunshine outside my window, it reminded me of all the sunny days we spent together in therapy, and it felt like a little piece of that happiness was back with me.""",65
462,What made you smile today?,"""I smiled when I saw my cat chasing a laser pointer - it was like she was the only one who understood how ridiculous life can be at times.""",70
463,What made you smile today?,"""I found a old photograph of my family that I hadn't seen in years, and it brought back some happy memories. Seeing them smiling and laughing together made me realize I'm still loved, even if I've been struggling lately.""",75
465,What made you smile today?,"""I smiled when I saw my kids playing with their new toys in the park. It was like watching a whole different world outside those walls for me, and it reminded me that even on the toughest days, there's beauty to be found.""",95
468,What made you smile today?,"""I smiled when I saw my daughter playing outside with her new puppy, it's always amazing to see the joy on her face. It made me think of all the reasons why I'm glad I'm getting back to life after being in care.""",95
469,What made you smile today?,"""I'm not really sure what I'm feeling right now. To be honest, it's been weeks since I've had a decent cup of coffee, and the one I got at the cafe this morning was just...fine. It reminded me of my mom's old recipe, but it wasn't quite the same.""",20
